SCHEMECODE,S_NAME,CATEGORY_CODE,CATEGORY_NAME,_3Rt,std,INCRET
"3656","UTI Short Duration Fund-Reg(G)","16","Debt - Short Duration Fund","7.5","1.1","6.7"
"30810","UTI Short Duration Fund-Reg(H-IDCW)","16","Debt - Short Duration Fund","7.5","1.1","5.1"
"19591","UTI Short Duration Fund-Reg(M-IDCW)","16","Debt - Short Duration Fund","7.5","1.1","5.8"
"24425","UTI Short Duration Fund-Reg(F-IDCW)","16","Debt - Short Duration Fund","7.5","1.1","6.6"
"3655","UTI Short Duration Fund-Reg(Q-IDCW)","16","Debt - Short Duration Fund","7.5","1.1","6.2"
"7848","Aditya Birla SL Savings Fund(DAP)","17","Debt - Ultra Short Duration Fund","7.3","0.5","7.4"
"18288","Aditya Birla SL Savings Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.5","6.4"
"18289","Aditya Birla SL Savings Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.5","7.7"
"471","Aditya Birla SL Savings Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.5","6.5"
"18290","Aditya Birla SL Savings Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.5","6.5"
"475","Aditya Birla SL Savings-Ret(W-IDCW)","17","Debt - Ultra Short Duration Fund","9.2","1.7","6.7"
"41050","Axis Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.4","6.3"
"468","Aditya Birla SL Savings Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","7.5","0.5","7.4"
"5634","Aditya Birla SL Savings-Ret(DD-IDCW)","17","Debt - Ultra Short Duration Fund","8.7","0.5","6.6"
"472","Aditya Birla SL Savings-Ret(G)","17","Debt - Ultra Short Duration Fund","7.5","0.5","7.3"
"467","Aditya Birla SL Savings Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.4","0.5","6.5"
"41052","Axis Ultra Short Duration Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.5","6.3"
"41045","Axis Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","6.8","0.4","5.4"
"41048","Axis Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.4","6.8"
"40489","Bandhan Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","5.9"
"41051","Axis Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.2"
"41047","Axis Ultra Short Duration Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","6.8","0.4","5.4"
"41046","Axis Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","6.8","0.4","5.4"
"41044","Axis Ultra Short Duration Fund-Reg(IDCW)","17","Debt - Ultra Short Duration Fund","6.8","0.4","5.9"
"40488","Bandhan Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.4"
"41049","Axis Ultra Short Duration Fund(IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.4","6.8"
"29356","Axis Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","6.8","0.4","5.9"
"40491","Bandhan Ultra Short Duration Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","5.9"
"47151","Bandhan Ultra Short Duration Fund(P-IDCW Reinvest)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.1"
"47150","Bandhan Ultra Short Duration Fund(M-IDCW Reinvest)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","5.9"
"40492","Bandhan Ultra Short Duration Fund(Q-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.0"
"40494","Bandhan Ultra Short Duration Fund(P-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.1"
"40490","Bandhan Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.4","6.0"
"40482","Bandhan Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.2"
"40483","Bandhan Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.7"
"40487","Bandhan Ultra Short Duration Fund-Reg(P-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"43874","Bandhan Ultra Short Duration Fund-Reg(P-IDCW Reinv)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"40486","Bandhan Ultra Short Duration Fund-Reg(Q-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"40484","Bandhan Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.7"
"44500","Bandhan Ultra Short Duration Fund-Reg(Q-IDCW Reinv)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"29903","Bank of India Ultra Short Duration Fund(B)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.0","0.4","7.0"
"5843","Bank of India Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","6.5","0.4","5.8"
"40485","Bandhan Ultra Short Duration Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"19436","Bank of India Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.0","0.4","7.3"
"19848","Bank of India Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.0","0.4","6.1"
"19435","Bank of India Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.0","0.4","6.0"
"39838","Baroda BNP Paribas Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.3","0.4","5.8"
"5842","Bank of India Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","6.5","0.4","7.0"
"5873","Bank of India Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","6.5","0.4","5.9"
"39843","Baroda BNP Paribas Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","5.0","0.4","3.8"
"39840","Baroda BNP Paribas Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.5"
"39448","Baroda BNP Paribas Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","7.3","0.4","6.3"
"39842","Baroda BNP Paribas Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","5.9"
"39839","Baroda BNP Paribas Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.3","0.4","4.8"
"18386","Canara Rob Ultra Short Term Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"18383","Canara Rob Ultra Short Term Fund(IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.9"
"5903","Canara Rob Ultra Short Term Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","6.6","0.4","5.7"
"18387","Canara Rob Ultra Short Term Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"17529","Canara Rob Ultra Short Term Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","6.6","0.4","5.4"
"18384","Canara Rob Ultra Short Term Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"6958","Canara Rob Ultra Short Term Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","6.6","0.4","5.1"
"18385","Canara Rob Ultra Short Term Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.9"
"35397","DSP Ultra Short Fund(IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.0","3.3","6.1"
"18412","DSP Ultra Short Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","5.9"
"5902","Canara Rob Ultra Short Term Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","6.6","0.4","6.8"
"18413","DSP Ultra Short Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","7.1"
"36840","Canara Rob Ultra Short Term Fund-Reg(IDCW)","17","Debt - Ultra Short Duration Fund","6.6","0.4","5.4"
"18411","DSP Ultra Short Fund(IDCW-Reinv)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.0","3.3","6.1"
"701","DSP Ultra Short Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","6.8","0.4","5.6"
"16378","DSP Ultra Short Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","6.8","1.3","5.6"
"43507","DSP Ultra Short Fund-Reg(IDCW-Reinv)","17","Debt - Ultra Short Duration Fund","6.3","3.0","5.4"
"703","DSP Ultra Short Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","6.8","0.4","5.7"
"17119","DSP Ultra Short Fund-Reg(M-IDCW Reinv)","17","Debt - Ultra Short Duration Fund","6.8","1.3","5.6"
"18415","DSP Ultra Short Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.0"
"17552","DSP Ultra Short Fund-Reg(IDCW)","17","Debt - Ultra Short Duration Fund","6.3","3.0","5.4"
"35756","DSP Ultra Short Fund(M-IDCW Reinv)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","1.4","6.1"
"18414","DSP Ultra Short Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","1.4","6.1"
"702","DSP Ultra Short Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","6.8","0.4","6.7"
"49076","Franklin India Ultra Short Duration Fund(IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","","0.5","7.7"
"49073","Franklin India Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","","0.5","7.2"
"49075","Franklin India Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","","0.5","7.7"
"49237","Franklin India Ultra Short Duration Fund-Reg(IDCW Payout)","17","Debt - Ultra Short Duration Fund","","0.5","7.2"
"49238","Franklin India Ultra Short Duration Fund(IDCW Payout)-Direct Plan","17","Debt - Ultra Short Duration Fund","","0.5","7.7"
"49074","Franklin India Ultra Short Duration Fund-Reg(IDCW)","17","Debt - Ultra Short Duration Fund","","0.5","7.2"
"41356","HDFC Ultra Short Term Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.2"
"41353","HDFC Ultra Short Term Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.7"
"41351","HDFC Ultra Short Term Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.1","0.4","5.9"
"43523","HDFC Ultra Short Term Fund-Reg(M-IDCW Reinv)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.9"
"43524","HDFC Ultra Short Term Fund(M-IDCW Reinv)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.2"
"41350","HDFC Ultra Short Term Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.9"
"41354","HDFC Ultra Short Term Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.5","6.2"
"39949","HDFC Ultra Short Term Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.3"
"41355","HDFC Ultra Short Term Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.2"
"41352","HDFC Ultra Short Term Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.9"
"44480","HSBC Ultra Short Duration Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.0"
"44477","HSBC Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.1"
"44474","HSBC Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.7"
"47513","HSBC Ultra Short Duration Fund(G)-Direct Plan(Adjusted)","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.0"
"44479","HSBC Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.0"
"44478","HSBC Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.1"
"44476","HSBC Ultra Short Duration Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"47512","HSBC Ultra Short Duration Fund-Reg(G)(Adjusted)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"44328","HSBC Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"44475","HSBC Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.7"
"41525","ICICI Pru Ultra Short Term Fund Fund(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.1"
"41528","ICICI Pru Ultra Short Term Fund Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.5"
"12455","ICICI Pru Ultra Short Term Fund Fund(M-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.3"
"12454","ICICI Pru Ultra Short Term Fund Fund(G)","17","Debt - Ultra Short Duration Fund","7.2","0.4","7.4"
"43612","ICICI Pru Ultra Short Term Fund Fund(Q-IDCW Payout)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.2"
"20010","ICICI Pru Ultra Short Term Fund Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","8.0"
"35564","ICICI Pru Ultra Short Term Fund Fund(M-IDCW Payout)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.6"
"40783","ICICI Pru Ultra Short Term Fund Fund(M-IDCW Payout)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.3"
"35565","ICICI Pru Ultra Short Term Fund Fund(Q-IDCW Payout)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.5","7.1"
"20011","ICICI Pru Ultra Short Term Fund Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.6"
"41526","ICICI Pru Ultra Short Term Fund Fund(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.1"
"20048","ICICI Pru Ultra Short Term Fund Fund(Q-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.5","7.1"
"13463","Invesco India Ultra Short Duration Fund(A-IDCW)","17","Debt - Ultra Short Duration Fund","7.0","0.4","6.0"
"18929","Invesco India Ultra Short Duration Fund(A-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.9"
"43608","ICICI Pru Ultra Short Term Fund Fund(W-IDCW Payout)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.6"
"13460","Invesco India Ultra Short Duration Fund(G)","17","Debt - Ultra Short Duration Fund","7.0","0.4","7.1"
"41529","ICICI Pru Ultra Short Term Fund Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.6"
"43607","ICICI Pru Ultra Short Term Fund Fund(W-IDCW Payout)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.1"
"34695","Invesco India Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.2"
"34657","Invesco India Ultra Short Duration Fund(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.0","0.4","5.7"
"18931","Invesco India Ultra Short Duration Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.9"
"14467","ICICI Pru Ultra Short Term Fund Fund(Q-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.2"
"18930","Invesco India Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","7.4"
"13461","Invesco India Ultra Short Duration Fund(M-IDCW)","17","Debt - Ultra Short Duration Fund","7.0","0.4","5.9"
"13462","Invesco India Ultra Short Duration Fund(Q-IDCW)","17","Debt - Ultra Short Duration Fund","7.0","0.4","6.1"
"18932","Invesco India Ultra Short Duration Fund(Q-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.1"
"45509","ITI Ultra Short Duration Fund(A-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.3","0.4","6.2"
"45505","ITI Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","2.7","0.4","3.2"
"45504","ITI Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.1"
"45508","ITI Ultra Short Duration Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","4.2","0.4","4.1"
"45499","ITI Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","6.5","0.4","5.3"
"45503","ITI Ultra Short Duration Fund-Reg(A-IDCW)","17","Debt - Ultra Short Duration Fund","6.4","0.4","5.3"
"45501","ITI Ultra Short Duration Fund-Reg(FN-IDCW)","17","Debt - Ultra Short Duration Fund","6.5","0.4","5.4"
"45500","ITI Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","6.3","0.4","5.2"
"45502","ITI Ultra Short Duration Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","6.4","0.4","5.3"
"45498","ITI Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","6.4","0.4","5.3"
"18640","Kotak Savings Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.5","7.4"
"1996","Kotak Savings Fund(M-IDCW)","17","Debt - Ultra Short Duration Fund","7.0","0.4","6.1"
"1995","Kotak Savings Fund(G)","17","Debt - Ultra Short Duration Fund","7.0","0.4","7.2"
"44337","LIC MF Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.1","0.4","5.6"
"44340","LIC MF Ultra Short Duration Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.1","0.4","5.6"
"44339","LIC MF Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.1","0.4","4.9"
"18641","Kotak Savings Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.5","7.1"
"44338","LIC MF Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","","0.4","5.5"
"44073","LIC MF Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","6.4","0.4","5.1"
"44334","LIC MF Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","6.5","0.4","5.2"
"44335","LIC MF Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","6.5","0.4","5.1"
"44258","Mahindra Manulife Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.1"
"44336","LIC MF Ultra Short Duration Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","6.5","0.4","5.2"
"44257","Mahindra Manulife Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.2"
"44259","Mahindra Manulife Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","5.9"
"44255","Mahindra Manulife Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.1","0.5","5.7"
"44256","Mahindra Manulife Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.1","0.4","5.6"
"43845","Mahindra Manulife Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","7.0","0.4","5.8"
"23756","Motilal Oswal Ultra Short Term Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","6.6","0.4","4.3"
"45100","Mirae Asset Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","7.4","0.4","5.9"
"45102","Mirae Asset Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.1"
"23787","Motilal Oswal Ultra Short Term Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","6.6","0.3","3.2"
"22538","Motilal Oswal Ultra Short Term Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","6.5","0.4","4.9"
"23786","Motilal Oswal Ultra Short Term Fund(Q-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","6.8","0.4","3.5"
"23788","Motilal Oswal Ultra Short Term Fund(FN-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","6.7","0.4","3.6"
"45101","Mirae Asset Ultra Short Duration Fund-Reg(IDCW)","17","Debt - Ultra Short Duration Fund","7.4","0.4","5.9"
"45103","Mirae Asset Ultra Short Duration Fund(IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.1"
"23785","Motilal Oswal Ultra Short Term Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","6.5","0.4","3.3"
"23643","Motilal Oswal Ultra Short Term Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","5.7","0.3","3.6"
"2614","Nippon India Ultra Short Duration Fund(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.0","0.4","5.1"
"23642","Motilal Oswal Ultra Short Term Fund-Reg(Q-IDCW)","17","Debt - Ultra Short Duration Fund","5.8","0.3","3.5"
"23641","Motilal Oswal Ultra Short Term Fund-Reg(M-IDCW)","17","Debt - Ultra Short Duration Fund","5.8","0.3","3.6"
"23639","Motilal Oswal Ultra Short Term Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","5.9","0.4","3.7"
"14020","Nippon India Ultra Short Duration Fund(Q-IDCW)","17","Debt - Ultra Short Duration Fund","6.9","0.4","5.7"
"2615","Nippon India Ultra Short Duration Fund(G)","17","Debt - Ultra Short Duration Fund","6.9","0.4","6.1"
"20032","Nippon India Ultra Short Duration Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.8","0.4","6.1"
"23640","Motilal Oswal Ultra Short Term Fund-Reg(FN-IDCW)","17","Debt - Ultra Short Duration Fund","5.8","0.3","3.7"
"18856","Nippon India Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.8","0.5","6.1"
"18857","Nippon India Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.8","0.4","7.2"
"2616","Nippon India Ultra Short Duration Fund(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.0","0.4","5.2"
"22532","Motilal Oswal Ultra Short Term Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","5.8","0.3","4.3"
"13473","Nippon India Ultra Short Duration Fund(M-IDCW)","17","Debt - Ultra Short Duration Fund","6.9","0.4","5.6"
"20042","Nippon India Ultra Short Duration Fund(Q-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.8","0.4","6.2"
"18858","Nippon India Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.7","0.4","6.1"
"19846","PGIM India Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.4"
"19850","PGIM India Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.6"
"5925","PGIM India Ultra Short Duration Fund(G)","17","Debt - Ultra Short Duration Fund","6.6","0.4","7.4"
"19849","PGIM India Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.3","0.4","7.9"
"19867","PGIM India Ultra Short Duration Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.2","0.4","6.9"
"5830","PGIM India Ultra Short Duration Fund(DD-IDCW)","17","Debt - Ultra Short Duration Fund","6.6","0.4","6.4"
"5988","PGIM India Ultra Short Duration Fund(W-IDCW)","17","Debt - Ultra Short Duration Fund","6.7","0.4","6.4"
"6829","PGIM India Ultra Short Duration Fund(M-IDCW)","17","Debt - Ultra Short Duration Fund","6.6","0.4","5.7"
"19001","SBI Magnum Ultra Short Duration Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.3","0.4","5.9"
"2783","SBI Magnum Ultra Short Duration Fund-Reg(DD-IDCW)","17","Debt - Ultra Short Duration Fund","7.2","0.4","5.8"
"19000","SBI Magnum Ultra Short Duration Fund(DD-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.0"
"35693","SBI Magnum Ultra Short Duration Fund(W-IDCW Payout)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.3","0.4","5.9"
"47472","Sundaram Ultra Short Duration Fund(G)(Adjusted)","17","Debt - Ultra Short Duration Fund","6.2","0.4","5.8"
"17931","SBI Magnum Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","7.2"
"4189","Sundaram Ultra Short Duration Fund(IDCW)","17","Debt - Ultra Short Duration Fund","6.2","0.4","4.3"
"4186","Sundaram Ultra Short Duration Fund(G)","17","Debt - Ultra Short Duration Fund","6.2","0.4","5.8"
"17981","Sundaram Ultra Short Duration Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.8"
"47473","Sundaram Ultra Short Duration Fund(G)-Direct Plan(Adjusted)","17","Debt - Ultra Short Duration Fund","7.5","0.4","6.9"
"2785","SBI Magnum Ultra Short Duration Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","7.2","0.4","7.1"
"2784","SBI Magnum Ultra Short Duration Fund-Reg(W-IDCW)","17","Debt - Ultra Short Duration Fund","7.1","0.4","6.0"
"42349","Tata Ultra Short Term Fund(M-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.4"
"42554","Tata Ultra Short Term Fund(M-IDCW Payout)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.4","0.4","6.4"
"17980","Sundaram Ultra Short Duration Fund(IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.5","0.4","5.7"
"42346","Tata Ultra Short Term Fund(G)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.4"
"42553","Tata Ultra Short Term Fund(W-IDCW Payout)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.2"
"42348","Tata Ultra Short Term Fund(W-IDCW)-Direct Plan","17","Debt - Ultra Short Duration Fund","7.6","0.4","6.2"
"42551","Tata Ultra Short Term Fund-Reg(W-IDCW Payout)","17","Debt - Ultra Short Duration Fund","6.8","0.4","5.4"
"41798","Tata Ultra Short Term Fund-Reg(G)","17","Debt - Ultra Short Duration Fund","6.7","0.4","5.6"
