SCHEMECODE,S_NAME,CATEGORY_CODE,CATEGORY_NAME,_3Rt,std,INCRET
"19537","Baroda BNP Paribas Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","20.0","17.4","15.0"
"18207","Baroda BNP Paribas Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","20.0","17.4","15.6"
"500","Baroda BNP Paribas Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","18.8","17.4","16.4"
"48455","DSP Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","17.1","13.4"
"46771","WOC Mid Cap Fund(G)-Direct Plan","32","Equity - Mid Cap Fund","27.8","20.0","26.9"
"48040","DSP Multicap Fund-Reg(G)","49","Equity - Multi Cap Fund","","17.1","11.7"
"48013","Canara Rob Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","16.8","20.5"
"46370","Canara Rob Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","16.9","18.8"
"48012","Canara Rob Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","16.8","18.8"
"46099","Axis Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","23.5","17.3","18.2"
"48632","DSP Multicap Fund-Reg(IDCW Reinvest)","49","Equity - Multi Cap Fund","","17.1","11.7"
"48014","Canara Rob Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","16.8","20.6"
"499","Baroda BNP Paribas Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","18.8","17.4","16.2"
"48453","DSP Multicap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","17.1","11.7"
"48147","Edelweiss Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","17.8","23.2"
"48454","DSP Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","17.1","13.4"
"48265","Edelweiss Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","17.8","25.1"
"48264","Edelweiss Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","17.8","25.1"
"48626","DSP Multicap Fund(IDCW Reinvest)-Direct Plan","49","Equity - Multi Cap Fund","","17.1","13.4"
"46115","Bank of India Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","19.6","25.2"
"49125","Franklin India Multi Cap Fund(IDCW Payout)-Direct Plan","49","Equity - Multi Cap Fund","","17.7","6.6"
"48263","Edelweiss Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","17.8","23.2"
"48901","Franklin India Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","17.7","5.0"
"48981","Franklin India Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","17.7","6.6"
"48980","Franklin India Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","17.7","5.0"
"48982","Franklin India Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","17.7","6.6"
"49403","Groww Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","16.9","9.3"
"49400","Groww Multicap Fund-Reg(G)","49","Equity - Multi Cap Fund","","16.9","7.5"
"49401","Groww Multicap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","16.9","7.5"
"46093","HDFC Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","20.9","17.6","18.3"
"47414","HSBC Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","19.4","27.8"
"46095","HDFC Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","22.2","17.6","19.7"
"46094","HDFC Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","20.7","17.6","18.2"
"46234","HDFC Multi Cap Fund(IDCW Reinvst)-Direct Plan","49","Equity - Multi Cap Fund","22.2","17.6","19.7"
"48826","HSBC Multi Cap Fund(IDCW Payout)-Direct Plan","49","Equity - Multi Cap Fund","","19.4","27.8"
"46096","HDFC Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","22.2","17.6","19.7"
"47415","HSBC Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","19.4","27.8"
"46233","HDFC Multi Cap Fund-Reg(IDCW Reinvest)","49","Equity - Multi Cap Fund","20.7","17.6","18.2"
"49402","Groww Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","16.9","9.3"
"47413","HSBC Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","19.3","26.2"
"47600","HSBC Multi Cap Fund-Reg(IDCW Payout)","49","Equity - Multi Cap Fund","","19.3","26.2"
"47272","HSBC Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","19.3","26.2"
"18516","ICICI Pru Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","20.8","14.6","16.8"
"1677","ICICI Pru Multicap Fund(G)","49","Equity - Multi Cap Fund","19.8","14.6","15.1"
"49041","Franklin India Multi Cap Fund-Reg(IDCW Payout)","49","Equity - Multi Cap Fund","","17.7","5.0"
"35536","ICICI Pru Multicap Fund(IDCW-Payout)-Direct Plan","49","Equity - Multi Cap Fund","20.8","14.6","16.7"
"18515","ICICI Pru Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","20.8","14.6","16.7"
"18935","Invesco India Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","19.4","18.9","18.3"
"1676","ICICI Pru Multicap Fund(IDCW)","49","Equity - Multi Cap Fund","19.8","14.6","15.1"
"43411","ITI Multi-Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","21.1","19.2","16.7"
"4256","Invesco India Multicap Fund(G)","49","Equity - Multi Cap Fund","17.9","18.9","15.6"
"45894","Kotak Multicap Fund(IDCW Payout)-Direct Plan","49","Equity - Multi Cap Fund","24.8","18.3","20.0"
"16020","ICICI Pru Multicap Fund(IDCW-Payout)","49","Equity - Multi Cap Fund","19.8","14.6","15.1"
"43410","ITI Multi-Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","21.2","19.2","16.7"
"18936","Invesco India Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","19.4","18.9","18.3"
"45336","Kotak Multicap Fund-Reg(G)","49","Equity - Multi Cap Fund","23.1","18.3","18.3"
"4257","Invesco India Multicap Fund(IDCW)","49","Equity - Multi Cap Fund","17.9","18.9","15.5"
"46984","LIC MF Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","22.3","18.7","22.2"
"45893","Kotak Multicap Fund-Reg(IDCW Payout)","49","Equity - Multi Cap Fund","23.1","18.3","18.3"
"45859","Kotak Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","24.8","18.3","20.0"
"43409","ITI Multi-Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","19.1","19.1","14.5"
"43408","ITI Multi-Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","19.1","19.1","14.5"
"45858","Kotak Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","24.8","18.3","20.0"
"45857","Kotak Multicap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","23.1","18.3","18.3"
"46985","LIC MF Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","22.3","18.7","22.2"
"37472","Mahindra Manulife Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","21.3","18.3","18.5"
"46624","LIC MF Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","20.3","18.7","20.2"
"43691","Mahindra Manulife Multi Cap Fund(IDCW Payout)-Direct Plan","49","Equity - Multi Cap Fund","21.3","18.3","18.5"
"37471","Mahindra Manulife Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","21.3","18.3","18.5"
"46983","LIC MF Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","20.3","18.7","20.2"
"48878","Motilal Oswal Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","22.9","27.1"
"48879","Motilal Oswal Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","22.9","28.9"
"48092","Mirae Asset Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","17.5","20.8"
"43690","Mahindra Manulife Multi Cap Fund-Reg(IDCW Payout)","49","Equity - Multi Cap Fund","19.5","18.3","16.4"
"37470","Mahindra Manulife Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","19.5","18.3","16.4"
"48090","Mirae Asset Multicap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","17.5","19.0"
"36401","Mahindra Manulife Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","19.5","18.3","16.4"
"48089","Mirae Asset Multicap Fund-Reg(G)","49","Equity - Multi Cap Fund","","17.5","19.1"
"48091","Mirae Asset Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","17.5","20.8"
"2467","Nippon India Multi Cap Fund(B)","49","Equity - Multi Cap Fund","21.9","16.7","18.0"
"49085","PGIM India Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","16.7","2.6"
"48489","Motilal Oswal Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","22.9","27.1"
"2465","Nippon India Multi Cap Fund(IDCW)","49","Equity - Multi Cap Fund","21.9","16.7","17.9"
"48880","Motilal Oswal Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","22.9","28.9"
"18842","Nippon India Multi Cap Fund(B)-Direct Plan","49","Equity - Multi Cap Fund","22.8","16.7","16.9"
"48968","PGIM India Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","16.9","0.8"
"18843","Nippon India Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","22.8","16.7","16.8"
"49086","PGIM India Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","16.7","2.6"
"75003","Qsif Equity Long-Short Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","4.8",""
"49084","PGIM India Multi Cap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","16.9","0.8"
"75004","Qsif Equity Long-Short Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","4.8",""
"75001","Qsif Equity Long-Short Fund-Reg(G)","49","Equity - Multi Cap Fund","","4.8",""
"2466","Nippon India Multi Cap Fund(G)","49","Equity - Multi Cap Fund","21.9","16.7","18.0"
"75002","Qsif Equity Long-Short Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","4.8",""
"18844","Nippon India Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","22.8","16.7","16.9"
"871","Quant Multi Cap Fund(G)","49","Equity - Multi Cap Fund","11.2","20.1","18.3"
"46510","SBI Multicap Fund(IDCW Payout)-Direct Plan","49","Equity - Multi Cap Fund","18.3","14.7","17.2"
"19643","Quant Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","12.5","20.1","19.0"
"49153","Samco Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","11.5","-6.9"
"46407","SBI Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","18.3","14.7","17.2"
"19644","Quant Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","12.5","20.1","18.9"
"46408","SBI Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","18.3","14.7","17.2"
"870","Quant Multi Cap Fund(IDCW)","49","Equity - Multi Cap Fund","11.2","20.1","20.7"
"46487","SBI Multicap Fund-Reg(IDCW Payout)","49","Equity - Multi Cap Fund","17.3","14.7","16.1"
"49152","Samco Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","11.5","-8.4"
"46406","SBI Multicap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","17.3","14.7","16.1"
"46405","SBI Multicap Fund-Reg(G)","49","Equity - Multi Cap Fund","17.3","14.7","16.1"
"2370","Sundaram Multi Cap Fund(G)","49","Equity - Multi Cap Fund","17.3","15.9","15.8"
"47453","Sundaram Multi Cap Fund(G)-Direct Plan(Adjusted)","49","Equity - Multi Cap Fund","18.6","15.9","16.6"
"47452","Sundaram Multi Cap Fund(G)(Adjusted)","49","Equity - Multi Cap Fund","17.3","15.9","15.5"
"47482","Tata Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","18.2","16.8"
"18819","Sundaram Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","18.6","15.9","17.0"
"47633","Tata Multicap Fund(IDCW-Payout)-Direct Plan","49","Equity - Multi Cap Fund","","18.2","16.8"
"18818","Sundaram Multi Cap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","18.6","15.9","17.0"
"47480","Tata Multicap Fund-Reg(G)","49","Equity - Multi Cap Fund","","18.1","15.0"
"47628","Tata Multicap Fund-Reg(IDCW Payout)","49","Equity - Multi Cap Fund","","18.1","15.0"
"2369","Sundaram Multi Cap Fund(IDCW)","49","Equity - Multi Cap Fund","17.3","15.9","15.6"
"47481","Tata Multicap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","18.1","15.0"
"47483","Tata Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","18.2","16.8"
"50017","TRUSTMF Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","10.4","6.6"
"47207","Union Multicap Fund(IDCW)-Direct Plan","49","Equity - Multi Cap Fund","","17.4","20.1"
"49828","Union Multicap Fund(IDCW Payout)-Direct Plan","49","Equity - Multi Cap Fund","","17.4","20.1"
"49976","TRUSTMF Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","10.3","6.0"
"48873","SBI Automotive Opportunities Fund(G)-Direct Plan","2","Equity - Sectoral Fund - Auto","","19.9","7.0"
"49884","UTI Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","10.0","5.6"
"48199","WOC Multi Cap Fund-Reg(G)","49","Equity - Multi Cap Fund","","17.7","23.4"
"48927","SBI Automotive Opportunities Fund-Reg(IDCW Payout)","2","Equity - Sectoral Fund - Auto","","19.9","5.7"
"47206","Union Multicap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","17.4","20.1"
"47396","Union Multicap Fund-Reg(IDCW Payout)","49","Equity - Multi Cap Fund","","17.5","18.5"
"49885","UTI Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","10.0","6.4"
"48874","SBI Automotive Opportunities Fund(IDCW)-Direct Plan","2","Equity - Sectoral Fund - Auto","","19.9","7.0"
"48928","SBI Automotive Opportunities Fund(IDCW Payout)-Direct Plan","2","Equity - Sectoral Fund - Auto","","19.9","7.0"
"48475","SBI Automotive Opportunities Fund-Reg(G)","2","Equity - Sectoral Fund - Auto","","19.9","5.7"
"48201","WOC Multi Cap Fund(G)-Direct Plan","49","Equity - Multi Cap Fund","","17.7","25.4"
"24888","Aditya Birla SL Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","17.1","16.6","18.0"
"48872","SBI Automotive Opportunities Fund-Reg(IDCW)","2","Equity - Sectoral Fund - Auto","","19.9","5.7"
"35419","Aditya Birla SL Banking & Financial Services Fund(IDCW-Reinv)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","17.1","16.6","17.8"
"43846","Union Multicap Fund-Reg(G)","49","Equity - Multi Cap Fund","","17.5","18.5"
"24889","Aditya Birla SL Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","17.1","16.6","17.8"
"48034","Bandhan Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","16.4","22.4"
"48033","Bandhan Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","16.4","22.4"
"48032","Bandhan Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","","16.4","20.5"
"24887","Aditya Birla SL Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","16.0","16.6","16.7"
"48232","Bandhan Financial Services Fund(IDCW Reinvest)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","16.4","22.4"
"29298","Aditya Birla SL Banking & Financial Services Fund-Reg(IDCW-Reinv)","3","Equity - Sectoral Fund - Banks & Financial Services","16.0","16.6","16.7"
"48150","Bandhan Financial Services Fund-Reg(IDCW Reinvest)","3","Equity - Sectoral Fund - Banks & Financial Services","","16.4","20.5"
"47389","Bandhan Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","","16.4","20.5"
"47205","Union Multicap Fund-Reg(IDCW)","49","Equity - Multi Cap Fund","","17.5","18.5"
"24150","Aditya Birla SL Banking & Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","16.0","16.6","16.8"
"18202","Baroda BNP Paribas Banking and Fin Serv Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","17.7","16.4","12.5"
"18203","Baroda BNP Paribas Banking and Fin Serv Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","17.7","16.4","12.6"
"48353","DSP Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","16.1","20.3"
"48352","DSP Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","16.1","20.3"
"48728","DSP Banking & Financial Services Fund(IDCW Reinvest)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","16.1","20.3"
"16955","Baroda BNP Paribas Banking and Fin Serv Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","16.2","16.3","12.7"
"16956","Baroda BNP Paribas Banking and Fin Serv Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","16.2","16.3","12.6"
"48415","DSP Banking & Financial Services Fund-Reg(IDCW Reinvest)","3","Equity - Sectoral Fund - Banks & Financial Services","","16.1","18.5"
"48350","DSP Banking & Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","","16.1","18.5"
"48517","Groww Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","17.2","13.3"
"48456","Groww Banking & Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","","17.2","11.1"
"48351","DSP Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","","16.1","18.5"
"45577","HDFC Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","18.3","16.4","15.8"
"45576","HDFC Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","18.3","16.4","15.8"
"48909","Helios Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","19.0","15.2"
"48516","Groww Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","17.2","13.3"
"37759","HDFC Banking & Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","16.7","16.4","14.2"
"45575","HDFC Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","16.7","16.4","14.2"
"45902","HDFC Banking & Financial Services Fund(IDCW Reinvest)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","18.3","16.4","15.8"
"45624","HDFC Banking & Financial Services Fund-Reg(IDCW Reinv)","3","Equity - Sectoral Fund - Banks & Financial Services","16.7","16.4","14.2"
"48515","Groww Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","","17.2","11.1"
"49606","HSBC Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","17.1","20.5"
"48908","Helios Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","","18.9","13.5"
"19845","ICICI Pru Banking & Fin Serv Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","16.9","13.9","15.9"
"48910","Helios Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","19.0","15.2"
"49791","HSBC Financial Services Fund-Reg(IDCW Payout)","3","Equity - Sectoral Fund - Banks & Financial Services","","17.1","19.3"
"50326","Helios Financial Services Fund-Reg(IDCW Payout)","3","Equity - Sectoral Fund - Banks & Financial Services","","18.9","13.5"
"19844","ICICI Pru Banking & Fin Serv Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","16.9","13.9","16.0"
"49575","HSBC Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","","17.1","19.3"
"48897","Helios Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","","18.9","13.4"
"49604","HSBC Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","","17.1","19.3"
"5736","ICICI Pru Banking & Fin Serv Fund(G)","3","Equity - Sectoral Fund - Banks & Financial Services","15.9","13.9","16.5"
"50327","Helios Financial Services Fund(IDCW Payout)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","19.0","15.2"
"29213","ICICI Pru Banking & Fin Serv Fund(IDCW-Payout)","3","Equity - Sectoral Fund - Banks & Financial Services","16.0","13.9","16.4"
"5737","ICICI Pru Banking & Fin Serv Fund(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","16.0","13.9","16.4"
"5349","Invesco India Financial Services Fund(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","20.9","17.7","16.6"
"49605","HSBC Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","17.1","20.5"
"5348","Invesco India Financial Services Fund(G)","3","Equity - Sectoral Fund - Banks & Financial Services","20.9","17.7","16.6"
"18905","Invesco India Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","22.5","17.7","16.5"
"35542","ICICI Pru Banking & Fin Serv Fund(IDCW-Payout)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","16.9","13.9","15.9"
"47723","Kotak Banking & Financial Services Fund-Reg(IDCW Payout)","3","Equity - Sectoral Fund - Banks & Financial Services","","17.0","19.0"
"46629","Kotak Banking & Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","","17.0","19.0"
"46033","ITI Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","15.7","16.5","14.9"
"45720","ITI Banking & Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","13.5","16.5","12.6"
"46032","ITI Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","13.5","16.5","12.6"
"18904","Invesco India Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","22.5","17.7","16.4"
"47922","Kotak Banking & Financial Services Fund(IDCW Payout)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","17.0","20.9"
"46034","ITI Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","15.7","16.5","14.9"
"19955","LIC MF Banking & Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","12.5","17.7","7.8"
"32307","LIC MF Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","14.1","17.8","9.1"
"47585","Kotak Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","17.0","20.9"
"47584","Kotak Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","","17.0","19.0"
"47586","Kotak Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","17.0","20.9"
"50146","Mahindra Manulife Banking & Financial Services Fund-Reg(IDCW Payout)","3","Equity - Sectoral Fund - Banks & Financial Services","","10.2","4.9"
"50052","Mahindra Manulife Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","10.3","5.5"
"49792","HSBC Financial Services Fund(IDCW Payout)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","17.1","20.5"
"50152","Mahindra Manulife Banking & Financial Services Fund(IDCW Payout)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","10.3","5.5"
"45176","Mirae Asset Banking and Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","19.1","16.8","18.8"
"49983","Mahindra Manulife Banking & Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","","10.2","4.9"
"32308","LIC MF Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","14.1","17.8","9.0"
"50051","Mahindra Manulife Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","","10.2","4.9"
"50053","Mahindra Manulife Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","10.3","5.5"
"45177","Mirae Asset Banking and Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","19.1","16.8","18.7"
"18835","Nippon India Banking & Financial Services Fund(B)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","19.1","16.2","14.8"
"45174","Mirae Asset Banking and Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","17.4","16.8","17.0"
"2444","Nippon India Banking & Financial Services Fund(B)","3","Equity - Sectoral Fund - Banks & Financial Services","18.2","16.2","20.4"
"32306","LIC MF Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","12.5","17.7","7.8"
"2445","Nippon India Banking & Financial Services Fund(G)","3","Equity - Sectoral Fund - Banks & Financial Services","18.2","16.2","20.4"
"2443","Nippon India Banking & Financial Services Fund(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","18.2","16.2","20.3"
"45175","Mirae Asset Banking and Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","17.4","16.8","17.0"
"18837","Nippon India Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","19.1","16.2","14.8"
"47992","Quant BFSI Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","22.4","32.6"
"32031","SBI Banking & Financial Services Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","21.0","16.0","16.3"
"32032","SBI Banking & Financial Services Fund(IDCW)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","21.0","16.0","16.3"
"47991","Quant BFSI Fund(G)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","","22.4","32.5"
"3439","UTI Banking and Financial Services Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","15.9","16.8","13.4"
"32705","SBI Banking & Financial Services Fund-Reg(IDCW)","3","Equity - Sectoral Fund - Banks & Financial Services","19.7","16.0","15.1"
"35734","SBI Banking & Financial Services Fund(IDCW-Payout)-Direct Plan","3","Equity - Sectoral Fund - Banks & Financial Services","21.0","16.0","16.3"
"15063","Taurus Banking & Fin Serv Fund-Reg(G)","3","Equity - Sectoral Fund - Banks & Financial Services","13.3","16.5","13.5"
